100,7.23626937866211
200,6.80323486328125
300,6.9956784929547995
400,4.35598627726237
500,6.149972703721788
600,5.901028951009114
700,4.770535469055176
800,7.067422231038411
900,5.283554712931315
1000,5.500792185465495
1100,6.086819648742676
1200,6.462559814453125
1300,6.678999900817871
1400,5.015988667805989
1500,5.666253089904785
1600,5.333023389180501
1700,5.675731023152669
1800,5.854085748845881
1900,5.711772537231445
2000,5.732407251993815
2100,6.9732561111450195
2200,4.9882612228393555
2300,5.54864011492048
2400,5.41590576171875
2500,4.804846572875976
2600,4.73614273071289
2700,6.011928211558949
2800,5.345009231567383
2900,4.395360129220145
3000,6.739314556121826
3100,6.005175590515137
3200,4.451971054077148
3300,5.597251347133091
3400,5.122517903645833
3500,5.477241516113281
3600,5.9407196044921875
3700,6.003143734402126
3800,6.146944046020508
3900,5.743341173444476
4000,5.526344844273159
4100,6.022875595092773
4200,5.018731117248535
4300,5.645722579956055
4400,7.223266124725342
4500,5.767110347747803
4600,5.841843032836914
4700,4.651737213134766
4800,5.9422133309500555
4900,5.1195509774344305
5000,6.634050369262695
5100,6.240512847900391
5200,4.419564247131348
5300,6.444486999511719
5400,6.613353729248047
5500,4.771763801574707
5600,5.505170186360677
5700,5.090492248535156
5800,5.397263717651367
5900,6.608067406548394
6000,5.046563890245226
6100,5.263415654500325
6200,8.651864051818848
6300,4.577462514241536
6400,6.35112207586115
6500,4.5104154859270364
6600,5.384005355834961
6700,5.845693969726563
6800,5.573381423950195
6900,4.945930480957031
7000,5.279242621527778
7100,5.142129625592913
7200,7.467537562052409
7300,6.209400177001953
7400,5.9429145226111775
7500,7.280036163330078
7600,5.654377365112305
7700,6.371783863414418
7800,8.8781369527181
7900,4.333929061889648
8000,6.207277297973633
8100,5.591609954833984
8200,4.6204648699079245
8300,4.2271159035818915
8400,6.85056484446806
8500,5.429323673248291
8600,5.781056086222331
8700,3.0457709630330405
8800,4.1750969886779785
8900,5.109900041060015
9000,4.891389465332031
9100,5.4534079811789775
9200,6.02891055020419
9300,4.958359146118164
9400,4.833924974714007
9500,6.036190577915737
9600,4.404529571533203
9700,5.252026557922363
9800,6.770854603160512
9900,5.863869887131911
10000,6.679422855377197
10100,5.231035995483398
10200,5.0951183319091795
10300,5.715391976492746
10400,3.6517696380615234
10500,5.495527903238933
10600,5.206767781575521
10700,3.3814172744750977
10800,5.714125315348308
10900,3.863091150919596
11000,4.284015231662327
11100,4.62416934967041
11200,6.256243896484375
11300,6.0616350173950195
11400,4.302080154418945
11500,5.388772487640381
11600,5.044654210408528
